Avg closeness: 0.4713330400480586

Gene	closeness
PTEN	0.8151260504201681
PRKAG1	0.7158671586715867
HNF4GP1	0.6043613707165109
CDC16	0.5987654320987654
ARHGEF25	0.5987654320987654
TTC28	0.5825825825825826
AC004917.1	0.5825825825825826
TFAP2D	0.5808383233532934
C12orf75	0.5558739255014327
GRIN2B	0.5527065527065527
NCALD	0.5511363636363636
CNNM2	0.5480225988700564
FARP2	0.5418994413407822
SVEP1	0.5388888888888889
L2HGDH	0.5388888888888889
AC068888.1	0.5300546448087432
WASF3	0.5286103542234333
RNF130	0.5271739130434783
PLCD3	0.5243243243243243
LRBA	0.5243243243243243
NAA60	0.522911051212938
RNY1P8	0.5187165775401069
MTHFR	0.5187165775401069
FBRSL1	0.5173333333333333
AMPD3	0.5173333333333333
GLIS3	0.5159574468085106
UFL1	0.5145888594164456
PPP2R5E	0.5145888594164456
CWC27	0.5145888594164456
SZT2	0.5132275132275133
SNRNP70	0.5118733509234829
CDKAL1	0.5118733509234829
AC087664.2	0.5118733509234829
S1PR2	0.5105263157894737
PRKD3	0.5105263157894737
LINC00824	0.5105263157894737
KDF1	0.5105263157894737
RBMS1	0.5091863517060368
AL590080.1	0.5091863517060368
PREX2	0.5078534031413613
HOXA3	0.5078534031413613
ERBB4	0.5065274151436031
APOH	0.5065274151436031
AC091979.1	0.5038961038961038
EIF2AK4	0.5025906735751295
ZNF318	0.5
OLA1	0.5
STK39	0.4987146529562982
SIPA1	0.4987146529562982
RAD52	0.4987146529562982
PRDM6	0.4987146529562982
FOXC1	0.4987146529562982
FAM13A	0.4987146529562982
MAST4	0.49743589743589745
MKLN1	0.4961636828644501
TFCP2L1	0.49363867684478374
NCOA7	0.49363867684478374
LINC02172	0.49363867684478374
KLF14	0.49363867684478374
JAZF1	0.49363867684478374
RNU6-412P	0.49238578680203043
LRCH1	0.49238578680203043
AC099541.1	0.49238578680203043
AC073359.1	0.49238578680203043
AC007923.2	0.49238578680203043
PDE8A	0.4911392405063291
NIBAN2	0.4911392405063291
LSP1	0.4911392405063291
KDM5A	0.4911392405063291
AC072054.1	0.4911392405063291
NUCB2	0.4898989898989899
BANP	0.4898989898989899
ADCY3	0.4898989898989899
SKI	0.48866498740554154
NPR3	0.48866498740554154
NADK	0.48866498740554154
HIC1	0.48866498740554154
AC018735.1	0.48866498740554154
METTL15	0.48743718592964824
FOSL2	0.48743718592964824
EBF2	0.48743718592964824
AC090919.1	0.48743718592964824
ZNF385B	0.48621553884711777
LINC01857	0.48621553884711777
IRF5	0.48621553884711777
TUBBP2	0.485
PCCB	0.485
RPL17P50	0.48258706467661694
PAX2	0.48258706467661694
TMEM161B	0.4813895781637717
PRKAG2	0.4801980198019802
LATS2	0.4801980198019802
YEATS2	0.47901234567901235
CSRP3	0.47901234567901235
ATAD5	0.47901234567901235
AP003057.1	0.47901234567901235
AC104596.1	0.47901234567901235
TBR1	0.47783251231527096
