M0P2	0.5685
M0P1	0.567832
N24	0.50191
N222	0.50177
N111	0.501748
N102	0.501674
N70	0.501666
N214	0.501582
N5	0.501578
N99	0.50154996
N89	0.501454
N161	0.501414
N243	0.501412
N68	0.50139
N196	0.50139
N119	0.501366
N228	0.501336
N103	0.501334
N179	0.50132203
N181	0.501306
N212	0.5013
N147	0.501288
N166	0.501282
N132	0.501258
N171	0.501252
N39	0.501246
N118	0.501236
N110	0.50120604
N23	0.50119
N139	0.50118
N187	0.50118
N175	0.501154
N213	0.501148
N193	0.50112
N48	0.501112
N105	0.501094
N107	0.501082
N43	0.501056
N9	0.501054
N239	0.50103
N8	0.501024
N154	0.50098205
N20	0.500982
N93	0.50098
N133	0.500978
N138	0.500974
N104	0.500968
N58	0.500966
N186	0.50096405
N129	0.500964
N176	0.50096
N41	0.500956
N12	0.500952
N165	0.50095
N157	0.500938
N229	0.500898
N96	0.500894
N98	0.500894
N108	0.50088596
N210	0.500872
N114	0.500856
N10	0.500846
N167	0.500846
N189	0.500836
N156	0.50083
N56	0.500812
N95	0.500798
N115	0.500782
N177	0.500782
N55	0.500778
N178	0.50077796
N236	0.500774
N83	0.500766
N211	0.500754
N159	0.50075203
N38	0.500752
N163	0.50075
N221	0.500744
N126	0.50073797
N14	0.500732
N59	0.50073004
N90	0.50073
N22	0.500728
N97	0.500728
N185	0.50072
N11	0.500718
N64	0.500716
N224	0.500712
N91	0.500706
N150	0.500706
N242	0.500704
N49	0.500694
N230	0.50069
N60	0.50068796
N42	0.500686
N162	0.50067997
N194	0.500674
N153	0.500668
N226	0.500664
N65	0.50066
N225	0.500658
N61	0.500656
N87	0.500636
N50	0.500632
N208	0.50061405
N195	0.50061
N215	0.500602
N25	0.500588
N74	0.500584
N44	0.50058
N223	0.500578
N1	0.500576
N155	0.50057197
N244	0.50057197
N142	0.50057
N245	0.50057
N28	0.500568
N203	0.500566
N15	0.500564
N4	0.500562
N168	0.500546
N79	0.500544
N46	0.50054
N238	0.500536
N233	0.500534
N143	0.50053203
N227	0.50053203
N140	0.500532
N234	0.500528
N169	0.500526
N85	0.500522
N232	0.50051796
N241	0.50051796
N33	0.500516
N113	0.500516
N180	0.500516
N53	0.500508
N116	0.500506
N184	0.500502
N124	0.50049603
N217	0.50049603
N37	0.500492
N231	0.500488
N173	0.500486
N3	0.500482
N72	0.50048196
N92	0.50048
N205	0.500472
N36	0.500466
N170	0.500466
N198	0.500464
N0	0.500462
N190	0.500462
N191	0.500462
N235	0.50046
N6	0.500448
N131	0.500446
N86	0.500442
N219	0.500438
N75	0.500436
N51	0.50043404
N88	0.50043404
N148	0.500434
N27	0.500432
N122	0.500432
N112	0.500424
N52	0.500422
N109	0.500418
N134	0.500418
N106	0.500414
N172	0.500412
N188	0.500412
N135	0.500408
N69	0.5004
N45	0.500398
N152	0.500396
N237	0.500386
N130	0.50038004
N249	0.500376
N78	0.500368
N251	0.500364
N174	0.500362
N57	0.50036
N158	0.50036
N121	0.500352
N120	0.50035
N18	0.500342
N204	0.500342
N250	0.500334
N146	0.500328
N67	0.50031203
N19	0.50030804
N123	0.50030804
N248	0.50030804
N66	0.500304
N136	0.50030196
N192	0.5003
N247	0.5003
N7	0.50029796
N218	0.500292
N160	0.500284
N63	0.500282
N100	0.500282
N84	0.50028
N21	0.50027
N13	0.500266
N183	0.50026
N197	0.500256
N76	0.500254
N35	0.500244
N206	0.50024396
N81	0.50023997
N34	0.500236
N16	0.500234
N201	0.50023
N2	0.500228
N202	0.500224
N29	0.500214
N164	0.500214
N240	0.500212
N199	0.50021
N82	0.500202
N117	0.500198
N145	0.500196
N200	0.500194
N252	0.500194
N17	0.500192
N71	0.500192
N216	0.50019
N31	0.500188
N151	0.500188
N62	0.500186
N127	0.50018
N209	0.500178
N77	0.500172
N141	0.50016797
N94	0.50016403
N32	0.500164
N73	0.500164
N220	0.500162
N47	0.500158
N54	0.500154
N26	0.500152
N144	0.500152
N253	0.500152
N149	0.500142
N101	0.500114
N30	0.500112
N80	0.500098
N128	0.50008404
N182	0.500082
N125	0.500072
N246	0.500072
N137	0.500066
N207	0.500054
N40	0.50003797
