('M0P1', 'M0P2') [[35.079906]]
('N184', 'M0P1') [[19.865013]]
('N43', 'N70') [[19.722773]]
('N6', 'N237') [[19.635826]]
('N70', 'N109') [[19.61252]]
('N109', 'N122') [[19.605087]]
('N56', 'M0P2') [[19.512053]]
('N136', 'N191') [[19.483507]]
('N53', 'N70') [[19.457136]]
('N146', 'N203') [[19.38998]]
('N53', 'N237') [[19.374762]]
('N64', 'N136') [[19.359676]]
('N5', 'N68') [[19.34524]]
('N109', 'N203') [[19.34161]]
('N150', 'N184') [[19.3325]]
('N55', 'N203') [[19.308413]]
('N150', 'N237') [[19.302902]]
('N184', 'M0P2') [[19.286556]]
('N77', 'N136') [[19.285542]]
('N70', 'N122') [[19.277401]]
('N203', 'N237') [[19.271215]]
('N48', 'N92') [[19.250526]]
('N203', 'N236') [[19.239819]]
('N3', 'N237') [[19.221666]]
('N18', 'N70') [[19.217754]]
('N48', 'N122') [[19.214518]]
('N53', 'N56') [[19.192219]]
('N122', 'N124') [[19.190657]]
('N70', 'N236') [[19.179108]]
('N136', 'N245') [[19.177898]]
('N31', 'N53') [[19.167896]]
('N77', 'N197') [[19.14578]]
('N55', 'N146') [[19.14334]]
('N48', 'N219') [[19.14304]]
('N42', 'N136') [[19.135092]]
('N3', 'N122') [[19.116997]]
('N55', 'N77') [[19.112938]]
('N124', 'N245') [[19.112072]]
('N21', 'N53') [[19.101109]]
('N94', 'N129') [[19.094976]]
('N6', 'N61') [[19.093554]]
('N5', 'N150') [[19.092958]]
('N208', 'N237') [[19.078335]]
('N136', 'N222') [[19.076674]]
('N55', 'N243') [[19.075253]]
('N87', 'N147') [[19.071566]]
('N73', 'N209') [[19.06889]]
('N54', 'N55') [[19.06844]]
('N42', 'N245') [[19.062698]]
('N3', 'N145') [[19.059265]]
('N150', 'N203') [[19.058474]]
('N150', 'N236') [[19.055298]]
('N122', 'N145') [[19.055004]]
('N5', 'N94') [[19.041817]]
('N43', 'N55') [[19.04107]]
('N70', 'N105') [[19.034458]]
('N16', 'N136') [[19.034407]]
('N136', 'N141') [[19.033335]]
('N5', 'N129') [[19.028444]]
('N70', 'N115') [[19.023607]]
('N141', 'N245') [[19.017672]]
('N139', 'N237') [[19.017082]]
('N48', 'N105') [[19.012054]]
('N36', 'N43') [[19.009535]]
('N6', 'N135') [[19.009327]]
('N6', 'N77') [[19.005735]]
('N48', 'N159') [[19.002264]]
('N136', 'N209') [[18.996748]]
('N146', 'N208') [[18.9932]]
('N122', 'N162') [[18.991879]]
('N159', 'N222') [[18.99113]]
('N129', 'N135') [[18.98996]]
('N77', 'N252') [[18.989042]]
('N5', 'N174') [[18.9884]]
('N109', 'N148') [[18.988352]]
('N122', 'N197') [[18.988327]]
('N55', 'N94') [[18.987469]]
('N136', 'N137') [[18.985363]]
