('M0P1', 'M0P2') [[82.80565]]
('N27', 'N78') [[19.427263]]
('N140', 'N165') [[19.293367]]
('N34', 'N140') [[19.26787]]
('N54', 'M0P2') [[19.249716]]
('N79', 'N158') [[19.211613]]
('N140', 'N168') [[19.17548]]
('N8', 'N158') [[19.115898]]
('N27', 'N198') [[19.1138]]
('N27', 'N158') [[19.103464]]
('N40', 'N70') [[19.098818]]
('N78', 'N79') [[19.08402]]
('N140', 'N247') [[19.083025]]
('N158', 'N212') [[19.05435]]
('N78', 'M0P2') [[19.042295]]
('N140', 'N211') [[19.033651]]
('N57', 'N158') [[19.029114]]
('N140', 'N212') [[19.024805]]
('N40', 'N140') [[19.01132]]
('N158', 'N237') [[19.006533]]
('N140', 'N158') [[18.979294]]
('N158', 'N218') [[18.953281]]
('N107', 'N140') [[18.94918]]
('N78', 'M0P1') [[18.935553]]
('N78', 'N158') [[18.922394]]
('N140', 'N220') [[18.921846]]
('N40', 'N79') [[18.920591]]
('N56', 'N140') [[18.902254]]
('N54', 'M0P1') [[18.896387]]
('N158', 'N196') [[18.895496]]
('N27', 'N73') [[18.895172]]
('N27', 'N140') [[18.88877]]
('N220', 'M0P2') [[18.876677]]
('N158', 'N243') [[18.864056]]
('N44', 'N158') [[18.863905]]
('N158', 'N220') [[18.854343]]
('N137', 'N158') [[18.85434]]
('N79', 'N107') [[18.838156]]
('N158', 'N190') [[18.830603]]
('N158', 'N202') [[18.818014]]
('N81', 'N158') [[18.815744]]
('N140', 'N249') [[18.8013]]
('N79', 'N243') [[18.788109]]
('N113', 'N158') [[18.785583]]
('N72', 'N140') [[18.782278]]
('N101', 'N224') [[18.77604]]
('N24', 'N158') [[18.768463]]
('N140', 'N224') [[18.757645]]
('N72', 'N158') [[18.754692]]
('N24', 'N78') [[18.753958]]
('N8', 'N27') [[18.753817]]
('N151', 'N158') [[18.749102]]
('N27', 'N243') [[18.747194]]
('N63', 'N107') [[18.74108]]
('N2', 'N8') [[18.734962]]
('N41', 'N140') [[18.729595]]
('N141', 'N158') [[18.713936]]
('N142', 'N158') [[18.712849]]
('N140', 'N179') [[18.702389]]
('N27', 'N40') [[18.692614]]
('N15', 'N27') [[18.680836]]
('N155', 'N158') [[18.678621]]
('N78', 'N140') [[18.678213]]
('N40', 'M0P2') [[18.67795]]
('N8', 'N107') [[18.671692]]
('N73', 'N140') [[18.666456]]
('N148', 'N158') [[18.665195]]
('N73', 'N192') [[18.657885]]
('N113', 'N140') [[18.65526]]
('N68', 'N158') [[18.650105]]
('N79', 'N132') [[18.64884]]
('N158', 'N177') [[18.645664]]
('N132', 'N140') [[18.643904]]
('N27', 'N87') [[18.63728]]
('N243', 'M0P1') [[18.631147]]
('N70', 'N224') [[18.630714]]
('N164', 'N243') [[18.628473]]
('N79', 'N140') [[18.626133]]
('N68', 'N107') [[18.622683]]
('N70', 'N140') [[18.622005]]
('N54', 'N158') [[18.620285]]
('N158', 'N205') [[18.617094]]
('N140', 'N203') [[18.614769]]
('N70', 'N72') [[18.610678]]
('N158', 'N224') [[18.610352]]
('N79', 'N166') [[18.60548]]
('N128', 'N190') [[18.600723]]
('N15', 'N158') [[18.595854]]
('N40', 'M0P1') [[18.591871]]
('N8', 'N70') [[18.59162]]
('N8', 'N44') [[18.589766]]
('N14', 'N158') [[18.579662]]
('N31', 'N158') [[18.576769]]
('N2', 'N79') [[18.57282]]
('N27', 'N79') [[18.572117]]
('N128', 'N158') [[18.566872]]
('N140', 'N178') [[18.566032]]
('N149', 'N182') [[18.56592]]
('N27', 'N177') [[18.562101]]
('N158', 'N161') [[18.561768]]
('N220', 'N224') [[18.555138]]
('N68', 'N140') [[18.554419]]
('N46', 'N158') [[18.554193]]
('N79', 'N220') [[18.553747]]
('N120', 'N140') [[18.553339]]
('N85', 'N140') [[18.551208]]
('N79', 'N81') [[18.550575]]
('N140', 'N141') [[18.548704]]
('N137', 'N140') [[18.546022]]
('N127', 'N198') [[18.54497]]
('N137', 'N177') [[18.544037]]
('N141', 'N164') [[18.538445]]
('N67', 'N140') [[18.536806]]
('N107', 'N203') [[18.533445]]
('N78', 'N196') [[18.527071]]
('N27', 'N164') [[18.525166]]
('N34', 'M0P2') [[18.524454]]
('N31', 'N220') [[18.523508]]
('N107', 'N158') [[18.52188]]
('N53', 'N78') [[18.521156]]
('N79', 'N238') [[18.510206]]
('N151', 'N198') [[18.508009]]
('N115', 'N158') [[18.5077]]
('N107', 'N192') [[18.506441]]
('N200', 'N243') [[18.503136]]
('N136', 'N140') [[18.503084]]
('N78', 'N224') [[18.499264]]
('N158', 'N242') [[18.49878]]
('N27', 'N84') [[18.497713]]
('N27', 'M0P2') [[18.49736]]
('N14', 'N40') [[18.49508]]
('N14', 'N140') [[18.492258]]
('N27', 'N247') [[18.491796]]
('N79', 'N200') [[18.491692]]
('N5', 'N78') [[18.49037]]
('N27', 'N237') [[18.483507]]
('N95', 'N140') [[18.480536]]
('N36', 'N140') [[18.47973]]
('N79', 'N181') [[18.479185]]
('N38', 'N140') [[18.478537]]
('N40', 'N175') [[18.477877]]
('N65', 'N79') [[18.477072]]
('N44', 'N140') [[18.476189]]
('N27', 'N203') [[18.469023]]
('N193', 'N220') [[18.46895]]
('N68', 'N198') [[18.468132]]
('N54', 'N164') [[18.467098]]
('N220', 'M0P1') [[18.463675]]
('N8', 'N53') [[18.463535]]
('N99', 'N158') [[18.461327]]
('N27', 'N28') [[18.460114]]
('N40', 'N243') [[18.456945]]
('N92', 'N158') [[18.455896]]
('N27', 'N44') [[18.451105]]
('N78', 'N142') [[18.450857]]
('N158', 'N164') [[18.450321]]
('N79', 'N164') [[18.449133]]
('N70', 'N158') [[18.448767]]
('N70', 'N137') [[18.444283]]
('N137', 'N212') [[18.441256]]
('N8', 'N79') [[18.441053]]
('N79', 'N196') [[18.437906]]
('N79', 'N141') [[18.437353]]
('N224', 'M0P2') [[18.436346]]
('N54', 'N79') [[18.436287]]
('N27', 'N231') [[18.43207]]
('N27', 'N69') [[18.428822]]
