M0P2	8201.904285
M0P1	8093.149844
N103	10.130165
N18	9.798166
N3	9.102363
N122	9.010496
N96	8.259733
N160	8.188592
N202	7.810291
N209	7.642718
N97	7.34121
N128	7.153134
N100	7.076829
N23	6.623584
N41	6.60161
N59	6.524249
N133	6.394752
N167	6.062064
N118	6.052784
N2	6.044179
N93	5.830619
N218	5.7374
N161	5.583371
N77	5.228935
N240	5.212505
N68	5.184816
N179	5.17253
N144	5.114391
N94	4.908193
N21	4.822508
N86	4.748949
N73	4.689317
N185	4.290819
N136	4.14752
N10	4.020673
N28	3.996964
N82	3.979106
N191	3.964043
N127	3.880647
N143	3.75884
N4	3.722238
N55	3.721993
N72	3.626335
N177	3.615532
N222	3.570084
N193	3.549176
N66	3.45463
N106	3.448708
N37	3.391117
N252	3.355448
N115	3.353191
N223	3.239031
N5	3.227236
N84	3.212777
N249	3.194021
N98	3.132528
N211	3.056375
N229	3.036624
N235	3.018036
N230	3.013592
N51	2.984517
N47	2.977671
N142	2.975689
N189	2.87656
N119	2.853098
N38	2.844943
N108	2.843604
N63	2.757538
N112	2.682484
N141	2.654388
N125	2.642652
N26	2.632726
N17	2.616759
N130	2.592628
N46	2.579682
N174	2.577472
N75	2.567185
N192	2.564983
N116	2.559505
N159	2.533804
N239	2.519556
N113	2.495612
N244	2.482261
N225	2.478504
N203	2.460655
N216	2.457539
N22	2.454822
N91	2.441749
N87	2.433685
N79	2.384614
N156	2.375848
N25	2.372512
N90	2.363993
N92	2.360893
N214	2.352333
N15	2.317605
N158	2.291349
N248	2.278818
N0	2.276269
N182	2.263364
N50	2.245969
N137	2.242713
N131	2.217005
N221	2.175939
N74	2.150986
N32	2.08632
N52	2.072176
N253	2.048371
N219	2.032406
N124	2.025346
N71	2.01577
N67	1.974368
N117	1.959683
N1	1.940003
N39	1.914391
N205	1.900914
N220	1.802124
N88	1.755713
N217	1.731917
N196	1.721696
N60	1.647484
N120	1.630114
N70	1.624887
N65	1.621524
N204	1.616206
N148	1.595945
N210	1.586159
N197	1.584238
N69	1.575261
N178	1.551645
N7	1.52844
N101	1.519295
N29	1.490596
N237	1.475972
N175	1.459182
N247	1.435935
N227	1.431499
N195	1.427243
N140	1.418973
N172	1.416929
N56	1.395876
N99	1.394755
N33	1.369464
N13	1.36807
N194	1.366752
N151	1.356665
N171	1.328192
N224	1.324789
N81	1.322623
N48	1.307462
N163	1.281857
N126	1.263312
N42	1.193195
N45	1.181337
N154	1.161763
N44	1.131198
N213	1.112717
N123	1.104104
N114	1.066128
N14	1.062626
N54	1.043946
N188	1.028098
N40	1.025865
N155	1.018505
N169	0.984815
N152	0.984169
N241	0.982239
N198	0.976245
N109	0.964338
N183	0.936605
N165	0.916181
N135	0.907422
N76	0.887633
N110	0.880639
N176	0.856927
N24	0.844869
N121	0.825086
N170	0.813122
N206	0.811113
N215	0.803474
N53	0.796739
N49	0.792523
N85	0.775655
N104	0.77412
N62	0.766151
N129	0.760054
N83	0.711355
N181	0.702507
N180	0.690913
N246	0.680265
N236	0.673426
N105	0.673353
N242	0.668384
N238	0.666113
N164	0.660805
N150	0.645752
N11	0.637319
N146	0.632798
N6	0.630681
N233	0.602787
N80	0.598123
N36	0.59494
N166	0.592977
N228	0.590416
N34	0.55686
N12	0.533812
N27	0.524468
N138	0.497547
N208	0.496467
N207	0.487334
N190	0.482678
N8	0.470199
N157	0.454453
N153	0.44899
N16	0.448157
N245	0.433229
N187	0.410368
N95	0.402709
N162	0.40038
N58	0.384409
N231	0.374491
N226	0.356874
N89	0.282443
N102	0.273971
N64	0.264396
N134	0.257663
N78	0.249714
N111	0.242696
N132	0.239313
N20	0.236102
N43	0.216617
N199	0.194938
N173	0.179477
N57	0.168531
N184	0.16466
N31	0.155863
N139	0.153834
N147	0.145474
N200	0.143524
N149	0.140563
N250	0.136405
N212	0.113539
N19	0.105177
N145	0.097638
N30	0.086385
N61	0.082527
N243	0.067388
N9	0.054738
N186	0.036344
N107	0.035578
N234	0.029439
N232	0.021545
N251	0.017839
N168	0.010093
N35	0.008678
N201	0.002469
