M0P1	M0P2	133.418024108807
N76	M0P2	65.1032560301137
N212	M0P2	64.31606781938899
N60	M0P2	64.21686440107078
N112	M0P1	64.21422460128815
N60	M0P1	64.21165146742715
N39	M0P1	63.924196539366676
N195	M0P1	63.91452657280024
N149	M0P1	63.81758546605124
N76	M0P1	63.78614011393802
N39	M0P2	63.75888533416946
N112	M0P2	63.64459735400669
N50	M0P2	63.55505794072451
N50	M0P1	63.531496877498284
N134	M0P2	63.476646249142505
N208	M0P1	63.436674909549765
N208	M0P2	63.38781090302291
N97	M0P1	63.38010331807891
N152	M0P2	63.37411981306468
N120	M0P2	63.37070222214243
N149	M0P2	63.362924479039066
N120	M0P1	63.29536833000384
N195	M0P2	63.290142916117475
N40	M0P2	63.175048206855536
N21	M0P1	63.15894057801779
N108	M0P2	63.15733833590275
N128	M0P1	63.14664902628283
N40	M0P1	63.108175476000724
N235	M0P1	63.09303647701745
N134	M0P1	63.04869816005521
N136	M0P1	63.026711714832345
N28	M0P1	62.93517896140111
N3	M0P2	62.90461963091002
N128	M0P2	62.884174637703836
N129	M0P1	62.88335109621676
N7	M0P2	62.86249425940696
N103	M0P2	62.85329456278487
N130	M0P2	62.83797488839264
N119	M0P2	62.83722431822753
N187	M0P2	62.833620500812685
N43	M0P2	62.82823600563643
N136	M0P2	62.812124723484885
N103	M0P1	62.79372852988308
N235	M0P2	62.7701572880942
N224	M0P2	62.76233841174826
N177	M0P2	62.7557088610738
N177	M0P1	62.70888482490409
N108	M0P1	62.70759413230553
N100	M0P1	62.703224939497886
N23	M0P1	62.68866576414439
N21	M0P2	62.65538620485677
N212	M0P1	62.64522605111779
N152	M0P1	62.638546650037824
N49	M0P1	62.61923888337333
N110	M0P2	62.61325054833651
N227	M0P2	62.5668446994714
N119	M0P1	62.52746764468611
N23	M0P2	62.51356613039752
N1	M0P1	62.50604103895603
N91	M0P1	62.49556651601597
N129	M0P2	62.48933403407045
N91	M0P2	62.47242006084343
N154	M0P2	62.464926117976574
N97	M0P2	62.44510941772387
N160	M0P2	62.43661569875621
N144	M0P2	62.423090874031914
N100	M0P2	62.423065116661746
N227	M0P1	62.41506988336914
N225	M0P1	62.41406702224049
N144	M0P1	62.39961582700198
N154	M0P1	62.38856030773604
N7	M0P1	62.33305867880699
N61	M0P2	62.316107892636865
N123	M0P1	62.305545368464664
N223	M0P2	62.30339370709862
N61	M0P1	62.30038895350117
N28	M0P2	62.299823798504804
N32	M0P1	62.28522687809891
N191	M0P2	62.273646956151424
N138	M0P2	62.26995546702892
N240	M0P2	62.269594651175794
N43	M0P1	62.26223601833044
N181	M0P2	62.25367881439524
N240	M0P1	62.23923154418844
N155	M0P2	62.223814371831395
N122	M0P2	62.22247724125009
N122	M0P1	62.19834942749185
N110	M0P1	62.13743245772639
N130	M0P1	62.1112524344353
N242	M0P1	62.110923972046294
N17	M0P2	62.109826372581665
N35	M0P1	62.10139322812029
N19	M0P1	62.080011143756565
N224	M0P1	62.05794681746693
N242	M0P2	62.04942256824506
N181	M0P1	62.039003515965305
N246	M0P2	61.98961238333504
N226	M0P2	61.96543140214999
N1	M0P2	61.93814209237826
N37	M0P2	61.936332634857536
N155	M0P1	61.93344241325394
N19	M0P2	61.92304029968
N253	M0P1	61.89861550544447
N200	M0P1	61.895075126114534
N167	M0P2	61.893423985155096
N226	M0P1	61.87988544459222
N172	M0P1	61.865965427705305
N3	M0P1	61.86511180597881
N59	M0P1	61.8555872025463
N247	M0P2	61.83812882662369
N104	M0P1	61.812937140533904
N187	M0P1	61.80208278109785
N127	M0P2	61.79849254111832
N188	M0P2	61.79645488722963
N146	M0P1	61.77206444804324
N191	M0P1	61.75524673711152
N253	M0P2	61.752597432252514
N252	M0P1	61.73869101923992
N35	M0P2	61.73328422809209
N160	M0P1	61.721747439019964
N252	M0P2	61.697571842581965
N114	M0P2	61.681088789599016
N225	M0P2	61.67687428006684
N107	M0P1	61.64483114814357
N29	M0P2	61.631520328654005
N17	M0P1	61.618577805571476
N188	M0P1	61.61668726729113
N114	M0P1	61.61502895445665
N66	M0P1	61.593148511776235
N238	M0P2	61.58453504363206
N66	M0P2	61.582813280230766
N200	M0P2	61.571091247056756
N51	M0P1	61.56732389004901
N59	M0P2	61.56276693132895
N32	M0P2	61.557000916309335
N123	M0P2	61.54779268696802
N29	M0P1	61.53759929428634
N216	M0P1	61.5316103454752
N83	M0P2	61.513153786367184
N203	M0P2	61.5104120390497
N51	M0P2	61.508504876637744
N93	M0P2	61.49123755432447
N67	M0P1	61.47889717844009
N87	M0P2	61.47735816959539
N247	M0P1	61.476829251313575
N92	M0P2	61.47586624707401
N246	M0P1	61.47058375648339
N67	M0P2	61.46266137850762
N243	M0P1	61.45758449053392
N167	M0P1	61.42647588286491
N49	M0P2	61.41973440489164
N156	M0P2	61.417429577104485
N88	M0P2	61.405838939180285
N138	M0P1	61.39322209038073
N172	M0P2	61.348217628774364
N105	M0P2	61.335527154540614
N206	M0P1	61.31735768083672
N218	M0P1	61.30983397001546
N218	M0P2	61.26775954824916
N126	M0P2	61.25070892704389
N230	M0P2	61.25051724429659
N58	M0P2	61.23440069389471
N37	M0P1	61.23415302540525
N229	M0P1	61.23025021738431
N223	M0P1	61.214731812310674
N211	M0P1	61.21316017267236
N98	M0P1	61.20534629607573
N229	M0P2	61.20494331945156
N12	M0P1	61.193004912667675
N146	M0P2	61.18480020197239
N81	M0P2	61.18225827144124
N185	M0P1	61.17591764372082
N0	M0P1	61.17349281716554
N206	M0P2	61.16953958666272
N12	M0P2	61.1646317604791
N0	M0P2	61.153545120692
N243	M0P2	61.151763892852614
N231	M0P2	61.10859952192368
N238	M0P1	61.1037103421404
N46	M0P2	61.07053300008192
N20	M0P2	61.07017781767718
N189	M0P1	61.0661534104438
N20	M0P1	61.06038146566425
N58	M0P1	61.05801115095892
N98	M0P2	61.04977446445628
N48	M0P2	61.037781323790114
N107	M0P2	61.0130239113314
N93	M0P1	61.00049823151494
N4	M0P2	60.99509855303404
N113	M0P2	60.99319620302049
N92	M0P1	60.99204483300855
N63	M0P1	60.983330865361495
N53	M0P2	60.96686831214538
N251	M0P2	60.96024055657108
N10	M0P2	60.95075613836889
N84	M0P2	60.948007374161534
N210	M0P2	60.942472845043085
N211	M0P2	60.9355794727926
N216	M0P2	60.923580343962385
N186	M0P2	60.920884470247984
N104	M0P2	60.914436310951714
N203	M0P1	60.91064082602679
N205	M0P1	60.90616096404119
N73	M0P2	60.89746490235484
N72	M0P1	60.87935653683962
N65	M0P1	60.86238364955352
N5	M0P2	60.8448063443102
N126	M0P1	60.84457030763224
N193	M0P2	60.82184345038331
N249	M0P1	60.82129293811886
N84	M0P1	60.82056999983615
N205	M0P2	60.76626326131736
N105	M0P1	60.76431324569421
N113	M0P1	60.76218011171295
N166	M0P1	60.75280330111855
N63	M0P2	60.751418292496965
N189	M0P2	60.73621588651804
N53	M0P1	60.73414094261534
N197	M0P2	60.7325713778082
N85	M0P1	60.73072450449399
N5	M0P1	60.72765635099495
N48	M0P1	60.72034436069953
N204	M0P2	60.6806454866346
N56	M0P1	60.66842551052832
N213	M0P1	60.6668833894546
N210	M0P1	60.66411395680916
N231	M0P1	60.66256776906266
N178	M0P1	60.659334433294134
N183	M0P2	60.65738015412717
N72	M0P2	60.65441435558387
N249	M0P2	60.65303530431629
N27	M0P1	60.64493767595559
N213	M0P2	60.641268526662316
N56	M0P2	60.623450147813855
N47	M0P2	60.61274987236902
N204	M0P1	60.61111397354398
N94	M0P2	60.606252077308454
N148	M0P2	60.58346308954424
N145	M0P2	60.570440641366076
N4	M0P1	60.56015438849863
N222	M0P1	60.5563370669297
N158	M0P1	60.5537893057699
N251	M0P1	60.55082116200356
N162	M0P2	60.54821728705974
N230	M0P1	60.54510494524084
N183	M0P1	60.5420506662922
N85	M0P2	60.53860106382126
N81	M0P1	60.53761351905996
N83	M0P1	60.532594751159195
N102	M0P1	60.52696787423338
N166	M0P2	60.52263752030922
N180	M0P2	60.51917243754724
N62	M0P2	60.510628105155774
N162	M0P1	60.505423934095234
N220	M0P1	60.504969108107616
N13	M0P1	60.49446099305351
N52	M0P2	60.487265857187595
N219	M0P1	60.46956482765472
N69	M0P1	60.456060378433904
N127	M0P1	60.450413740749354
N131	M0P2	60.43378413202663
N193	M0P1	60.4308629680454
N78	M0P1	60.42880398638954
N185	M0P2	60.421623357708086
N88	M0P1	60.41359131473746
N228	M0P2	60.40889681372573
N52	M0P1	60.3943255298218
N151	M0P1	60.39299722788837
N117	M0P2	60.38820916825898
N94	M0P1	60.387866409997514
N178	M0P2	60.3816093441892
N69	M0P2	60.38117475310355
N47	M0P1	60.37425850854197
N82	M0P1	60.3668121699302
N65	M0P2	60.36328356921513
N222	M0P2	60.354887257104565
N173	M0P2	60.35318990733322
N74	M0P1	60.34225270459865
N196	M0P1	60.34096237487756
N46	M0P1	60.32464817358414
N220	M0P2	60.299318637920805
N82	M0P2	60.29888342085542
N151	M0P2	60.29761860873896
N169	M0P2	60.29579893357368
N156	M0P1	60.29391511495487
N11	M0P2	60.28897947872974
N13	M0P2	60.28596261774146
N157	M0P2	60.28318121668781
N87	M0P1	60.25779262089054
N73	M0P1	60.25411675332725
N102	M0P2	60.24878894308131
N234	M0P2	60.22920856025303
N236	M0P2	60.22164627333768
N31	M0P2	60.18322011994678
N78	M0P2	60.16583030087713
N197	M0P1	60.162927735633275
N31	M0P1	60.16018156099017
N199	M0P2	60.135454591010784
N190	M0P1	60.10903328096538
N125	M0P1	60.10146198343136
N219	M0P2	60.095759733613704
N228	M0P1	60.0937384388526
N74	M0P2	60.09352528728414
N45	M0P1	60.09278529551739
N131	M0P1	60.08967733908503
N145	M0P1	60.07704844813816
N158	M0P2	60.06226998478451
N141	M0P1	60.0556918311413
N168	M0P2	60.029011689374784
N196	M0P2	60.02412852569978
N55	M0P2	60.00740843112362
N9	M0P1	59.9925819610944
N11	M0P1	59.98818373269023
N148	M0P1	59.97152520727832
N169	M0P1	59.9554770677496
N68	M0P2	59.93905703533528
N209	M0P2	59.90844841629587
N109	M0P1	59.89616606751224
N232	M0P2	59.89020238918965
N179	M0P2	59.88983441538949
N186	M0P1	59.886326841915434
N180	M0P1	59.86763794306535
N199	M0P1	59.83217568170949
N95	M0P2	59.830481605094974
N45	M0P2	59.82797207807016
N168	M0P1	59.82396142150992
N184	M0P2	59.817511268730414
N236	M0P1	59.80877211858751
N190	M0P2	59.80209014295542
N57	M0P2	59.77285912639127
N143	M0P1	59.764709367156684
N27	M0P2	59.76286746379992
N164	M0P2	59.74665419682424
N234	M0P1	59.729698873994494
N135	M0P2	59.72685349965832
N117	M0P1	59.70947299982981
N118	M0P2	59.709275168628665
N118	M0P1	59.703805299268424
N157	M0P1	59.69756220548879
N214	M0P1	59.67826614905789
N75	M0P2	59.67526060204909
N164	M0P1	59.64992689589053
N25	M0P1	59.648770773319484
N214	M0P2	59.644531238725904
N125	M0P2	59.641038848818425
N38	M0P1	59.62680713810278
N34	M0P2	59.62580736331074
N55	M0P1	59.62564668254345
N143	M0P2	59.594524536840254
N10	M0P1	59.58494177815737
N184	M0P1	59.57400269219488
N24	M0P2	59.5697745381367
N109	M0P2	59.55537984014154
N198	M0P2	59.54696917834008
N239	M0P2	59.525099402093474
N165	M0P2	59.51664472799894
N36	M0P1	59.51545756719861
N163	M0P2	59.51467153022327
